Sample_ID,Date,Site,Volume_Filtered_mL,Replicates,Volume_Eluted_uL,Total_Cyano_Rep,Total_Cyano_Copies_Rxn,Total_Cyano_Y_intercept,Total_Cyano_Slope,Total_Cyano_Efficiency,Total_Cyano_R_squared,Total_Cyano_Quality_checks,Total_Cyano_Source_file,mcyE_Rep,mcyE_Copies_Rxn,mcyE_Y_intercept,mcyE_Slope,mcyE_Efficiency,mcyE_R_squared,mcyE_Quality_checks,mcyE_Source_file,sxtA_Rep,sxtA_Copies_Rxn,sxtA_Y_intercept,sxtA_Slope,sxtA_Efficiency,sxtA_R_squared,sxtA_Quality_checks,sxtA_Source_file,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Local_Time_Eastern_Time_Zone,Latitude_decimal_deg,Longitude_decimal_deg,Wind_speed_knots,Wave_Height_ft,Sky,Secchi_Depth_m,Sample_Temperature_C,CTD_Temperature_C,CTD_Specific_Conductivity_uS_cm,CTD_Beam_Attenuation_m1,CTD_Tramission_,CTD_Dissolved_Oxygen_mg_L,CTD_Photosynthetically_Active_Radiation_uE_m2_s,Turbidity_NTU,Particulate_Microcystin_ug_L,Dissolved_Microcystin_ug_L,Extracted_Phycocyanin_ug_L,Extracted_Chlorophyll_a_ug_L,Total_Phosphorus_ug_P_L,Total_Dissolved_Phosphorus_ug_P_L,Soluble_Reactive_Phosphorus_ug_P_L,Ammonia_ug_N_L,Nitrate_+_Nitrite_mg_N_L,Urea_ug_N_L,Particulate_Organic_Carbon_mg_L,Particulate_Organic_Nitrogen_mg_L,Dissolved_Organic_Carbon_mg_L,Colored_Dissolved_Organic_Material_absorbance_m1_at_400nm,Total_Suspended_Solids_mg_L,Volatile_Suspended_Solids_mg_L,Year,Month,Day,DOY,Total_Cyano_Copies_mL,mcyE_Copies_mL,mcyE_Copies_mL_BDL_Replaced,sxtA_Copies_mL,sxtA_Copies_mL_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek_days,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks_days
222,2017-09-05T00:00:00,WE8,100,1,60,1,75960.477,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,196.671,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,5.14,0.75,Surface,8:11,41.8333,-83.3624,9.91,0.74,sunny,1.9,NA,19.8,230.7,1.6,66.7,6.12,96,3.01,0.3,<0.1,1.93,5.56,88.89,8.28,8.75,19.14,0.28,3.88,0.78,0.12,2.1,0.274,3.88,1.71,2017,9,5,248,18230.51448,47.20104,47.20104,BDL< 0.24,0.24,0.3,1.7,6,0.86,13
223,2017-09-11T00:00:00,WE8,100,1,60,1,183137.141,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,1050.41,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,0.951,36.014,-3.262,102.563,0.998,BQ,2017_Plate2_mcyE.xlsx,5.12,0.75,Surface,8:12,41.833,-83.3572,5.05,1.38,sunny,1,NA,17.9,19.9,4.6,31.3,9.37,145,9.71,1.7,0.13,14.87,29.45,53.6,3.59,1.66,9,0.17,6.07,2.02,0.32,2.46,0.489,11.25,4.68,2017,9,11,254,43952.91384,252.0984,252.0984,BQL< 12.,12,1.7,0.86,7,2.53,14
224,2017-09-18T00:00:00,WE8,50,1,60,1,226153.109,36.983,-3.326,99.81,0.997,Good,2017_plate2 cyano,1,909.87,35.801,-3.397,96.979,0.988,Good,2017_Plate2_mcyE.xlsx,1,BD,36.014,-3.262,102.563,0.998,BD,2017_Plate2_mcyE.xlsx,5.06,0.75,Surface,8:10,41.8331,-83.359,2.27,0.17,rain,1.5,NA,21.4,237.9,2.9,48.2,9.16,16,11.3,0.86,NA,48.89,34.81,30.81,3.44,1.76,13.66,0.01,6.07,2.6,0.5,2.04,0.448,7.5,4.78,2017,9,18,261,108553.4923,436.7376,436.7376,BDL< 0.48,0.48,0.86,2.53,7,0.1,-179
225,2017-09-25T00:00:00,WE8,50,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,0.75,Surface,9:00,41.8338,-83.3588,1.94,0.36,sunny,1.5,NA,23.9,247.5,2.4,55,8.74,277,8.04,2.53,<0.1,51.52,31.37,25.51,16.37,1.69,4.97,0.098,6.5,2.5,0.4,1.98,0.34,6.52,5.26,2017,9,25,268,NA,NA,NA,NA,NA,2.53,0.1,-186,0.1,-153
NA,2017-03-23T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,Surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,0.01,0.77,49.18,22.73,10.64,167.29,0.958,19.36,0.58,0.11,2.42,0.69,11.44,1.7,2017,3,23,82,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-04-25T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,0.75,Surface,12:45,42.002,-83.3576,12.05,0.67,mostly sunny,0.3,NA,13.6,364.3,15,2.3,8.59,411,26,NA,NA,0.08,6.2,89.83,23.64,6.16,328.69,1.068,11.84,0.57,0.09,3.13,1.315,31,3.63,2017,4,25,115,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-05-08T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,0.75,Surface,12:19,41.8341,-83.3606,5.05,0.93,clear,0.4,NA,12.5,352.8,8.1,13.1,8.59,493,19.5,NA,NA,0.08,2.97,76.38,23.85,13.16,100.11,1.764,17.21,0.4,0.06,3.49,1.812,12.87,1.85,2017,5,8,128,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-05-30T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,0.75,Surface,13:46,41.8323,-83.3614,14,1.3,partly sunny,0.8,NA,19.1,355.4,5.5,25.3,9.07,747,9.24,<0.1,<0.1,0.27,37.21,62.95,13.42,8.12,23.94,2.987,15.06,1.27,0.21,4.38,3.161,10.88,2.54,2017,5,30,150,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-06-12T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19,0.75,Surface,8:18,41.8324,-83.3601,14,0.51,sunny,1.5,NA,21,308,3.8,46.4,7.04,340,2.34,<0.1,0.17,<0.03,3.23,29.23,14.21,7.64,67.69,1.363,34.86,0.23,0.05,3.26,1.284,2.12,0.63,2017,6,12,163,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-06-26T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,0.75,Surface,8:18,41.8333,-83.3607,17.11,1.24,sunny,2.5,NA,21.1,274.9,1.2,74.4,5.54,96,2.01,<0.1,<0.1,0.02,4.17,14.87,4.46,0.85,28.74,0.979,16.66,0.31,0.06,2.99,0.961,2.2,0.53,2017,6,26,177,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-10-02T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,0.75,Surface,8:40,41.8333,-83.3582,5.4,1.03,sunny,0.6,NA,19,246.5,6.6,19.4,9.37,232,15.3,0.89,<0.1,14.28,35.67,53.89,4.02,4,4.22,0.018,7.36,2.82,0.46,2.4,0.487,16,6.14,2017,10,2,275,NA,NA,NA,NA,NA,0.89,0.51,8,0.17,14
NA,2017-10-10T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.75,Surface,8:08,41.8343,-83.3584,12.05,0.5,sunny,0.5,NA,19.1,257.1,8.2,12.9,6.06,31,15.9,0.51,0.15,11.55,31.14,50.01,19.2,8.15,5.9,0.012,4.47,2.58,0.45,2.71,0.729,16.2,5.97,2017,10,10,283,NA,NA,NA,NA,NA,0.51,0.17,6,,
NA,2017-10-16T00:00:00,WE8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,0.75,Surface,8:12,41.8338,-83.3587,10.37,1.6,partly sunny,1.2,NA,15.5,252.4,3.2,44.6,6.77,47,8.15,0.17,<0.1,8.23,17.62,26.66,13.19,7.89,45.57,0.302,9.06,1.08,0.21,2.05,0.396,7.24,3.18,2017,10,16,289,NA,NA,NA,NA,NA,0.17,,,,
294,2018-07-02T00:00:00,WE8,100,2,100,1,4.07E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,42.485,38.019,-3.476,93.96,0.999,BQ,2018_plate1_mcyE.xlsx,1,382.992,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.45,0.75,Surface,8:02,41.8308,-83.3584,14.97,0.93,partly cloudy,0.8,NA,23.8,345.2,4.3,34,7.36,127,7.8,<0.1,<0.1,3.49,26.58,67.76,22.18,15.78,7.57,2.731,NA,1.09,0.23,NA,2.048,5.73,2.38,2018,7,2,183,1.63E+06,BQL< 20.,20,153.1968,153.1968,0.1,0.1,0,1.31,7
294,2018-07-02T00:00:00,WE8,100,2,100,2,3.53E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,104.353,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,425.18,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.45,0.75,Surface,8:02,41.8308,-83.3584,14.97,0.93,partly cloudy,0.8,NA,23.8,345.2,4.3,34,7.36,127,7.8,<0.1,<0.1,3.49,26.58,67.76,22.18,15.78,7.57,2.731,NA,1.09,0.23,NA,2.048,5.73,2.38,2018,7,2,183,1.41E+06,41.7412,41.7412,170.072,170.072,0.1,1.31,7,1.31,7
295,2018-07-09T00:00:00,WE8,125,2,100,1,922698.94,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,213.826,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,350.997,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.43,0.75,Surface,8:12,41.8326,-83.3581,7.97,0.7,sunny,1,NA,25,333,4.2,35.4,7.06,58,8.2,1.31,<0.1,5.42,18.33,48.79,16.51,13.05,101.56,1.899,NA,0.81,0.17,NA,1.517,9.1,2.06,2018,7,9,190,295263.6608,68.42432,68.42432,112.31904,112.31904,1.31,1.31,0,0.67,7
295,2018-07-09T00:00:00,WE8,125,2,100,2,1.68E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,257.502,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,349.54,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.43,0.75,Surface,8:12,41.8326,-83.3581,7.97,0.7,sunny,1,NA,25,333,4.2,35.4,7.06,58,8.2,1.31,<0.1,5.42,18.33,48.79,16.51,13.05,101.56,1.899,NA,0.81,0.17,NA,1.517,9.1,2.06,2018,7,9,190,537948.928,82.40064,82.40064,111.8528,111.8528,1.31,0.67,7,0.67,7
296,2018-07-16T00:00:00,WE8,100,2,100,1,411395.34,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,1816.21,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,1237.697,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.16,0.75,Surface,8:13,41.8334,-83.3603,7.97,0.74,overcast,1.3,NA,27,324.8,2,60.1,7.12,100,6.02,0.67,0.13,17.45,15.4,33.84,7.1,2.95,112.63,1.537,NA,1.32,0.27,NA,1.573,5,2.41,2018,7,16,197,164558.136,726.484,726.484,495.0788,495.0788,0.67,0.67,0,0.41,7
296,2018-07-16T00:00:00,WE8,100,2,100,2,37450.434,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,499.951,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,1855.159,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.16,0.75,Surface,8:13,41.8334,-83.3603,7.97,0.74,overcast,1.3,NA,27,324.8,2,60.1,7.12,100,6.02,0.67,0.13,17.45,15.4,33.84,7.1,2.95,112.63,1.537,NA,1.32,0.27,NA,1.573,5,2.41,2018,7,16,197,14980.1736,199.9804,199.9804,742.0636,742.0636,0.67,0.41,7,0.41,7
297,2018-07-23T00:00:00,WE8,100,2,100,1,2.00E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,2601.713,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,2074.252,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.12,0.75,Surface,8:17,41.8337,-83.3571,5.05,0.58,cloudy,1.2,NA,23.8,324.8,3.4,42.6,6.79,398,7.08,0.41,0.18,14.06,29.29,37.87,6.1,7.12,7.53,1.009,NA,1.52,0.27,NA,1.293,8.2,2.94,2018,7,23,204,800263.16,1040.6852,1040.6852,829.7008,829.7008,0.41,0.41,0,4.16,7
297,2018-07-23T00:00:00,WE8,100,2,100,2,1.11E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,1583.475,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,2580.971,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.12,0.75,Surface,8:17,41.8337,-83.3571,5.05,0.58,cloudy,1.2,NA,23.8,324.8,3.4,42.6,6.79,398,7.08,0.41,0.18,14.06,29.29,37.87,6.1,7.12,7.53,1.009,NA,1.52,0.27,NA,1.293,8.2,2.94,2018,7,23,204,444681.76,633.39,633.39,1032.3884,1032.3884,0.41,4.16,7,4.16,7
298,2018-07-30T00:00:00,WE8,100,2,100,1,611840,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,1830.971,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,1209.537,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.29,0.75,Surface,8:08,41.8334,-83.3578,2.92,0.44,cloudy,1.4,NA,24,318.8,2.7,50.9,7.43,146,7.47,4.16,0.17,14.8,25.48,27.91,4.99,1.71,8.87,0.946,NA,1.67,0.25,NA,1.206,6.57,3.38,2018,7,30,211,244736,732.3884,732.3884,483.8148,483.8148,4.16,4.16,0,1.33,7
298,2018-07-30T00:00:00,WE8,100,2,100,2,621259,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,8409.012,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,1010.165,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.29,0.75,Surface,8:08,41.8334,-83.3578,2.92,0.44,cloudy,1.4,NA,24,318.8,2.7,50.9,7.43,146,7.47,4.16,0.17,14.8,25.48,27.91,4.99,1.71,8.87,0.946,NA,1.67,0.25,NA,1.206,6.57,3.38,2018,7,30,211,248503.6,3363.6048,3363.6048,404.066,404.066,4.16,1.33,7,1.33,7
299,2018-08-06T00:00:00,WE8,100,2,100,1,2973.539,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,2092.338,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,1046.295,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.31,0.75,Surface,8:10,41.8327,-83.3579,10.14,0.77,sunny,1,NA,25.2,278.2,4.5,32.3,6.66,155,8.42,1.33,<0.1,15.21,18.13,22.61,3.95,1.56,4.03,0.555,NA,1.65,0.25,NA,0.956,6.87,3.49,2018,8,6,218,1189.4156,836.9352,836.9352,418.518,418.518,1.33,1.33,0,1.64,7
299,2018-08-06T00:00:00,WE8,100,2,100,2,2265.224,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,1520.415,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,1513.126,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.31,0.75,Surface,8:10,41.8327,-83.3579,10.14,0.77,sunny,1,NA,25.2,278.2,4.5,32.3,6.66,155,8.42,1.33,<0.1,15.21,18.13,22.61,3.95,1.56,4.03,0.555,NA,1.65,0.25,NA,0.956,6.87,3.49,2018,8,6,218,906.0896,608.166,608.166,605.2504,605.2504,1.33,1.64,7,1.64,7
300,2018-08-13T00:00:00,WE8,100,2,100,1,516146.78,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,12989.718,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,1283.427,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.07,0.75,Surface,8:06,41.8339,-83.3567,9.91,1.03,sunny,1,NA,25.6,265.6,3.6,40.8,7.84,503,5.85,1.64,0.19,12.86,18.85,25.82,6.1,1.64,4.55,0.332,NA,1.91,0.32,NA,0.816,6.87,3.49,2018,8,13,225,206458.712,5195.8872,5195.8872,513.3708,513.3708,1.64,1.64,0,3.23,7
300,2018-08-13T00:00:00,WE8,100,2,100,2,312304.4,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,3876.304,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,2182.164,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.07,0.75,Surface,8:06,41.8339,-83.3567,9.91,1.03,sunny,1,NA,25.6,265.6,3.6,40.8,7.84,503,5.85,1.64,0.19,12.86,18.85,25.82,6.1,1.64,4.55,0.332,NA,1.91,0.32,NA,0.816,6.87,3.49,2018,8,13,225,124921.76,1550.5216,1550.5216,872.8656,872.8656,1.64,3.23,7,3.23,7
301,2018-08-20T00:00:00,WE8,75,2,100,1,767607.1,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,6031.439,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,1446.011,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.63,0.75,Surface,8:44,41.8326,-83.3538,7,1.26,overcast,0.8,NA,25.1,273.8,4.7,30.7,7.81,274,10.2,3.23,0.17,31.55,33.88,42.3,8.12,3.11,4.3,0.22,NA,2.63,0.42,NA,0.936,13.3,5.73,2018,8,20,232,409390.4533,3216.767467,3216.767467,771.2058667,771.2058667,3.23,3.23,0,2.99,7
301,2018-08-20T00:00:00,WE8,75,2,100,2,225806.61,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,696.538,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,695.515,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.63,0.75,Surface,8:44,41.8326,-83.3538,7,1.26,overcast,0.8,NA,25.1,273.8,4.7,30.7,7.81,274,10.2,3.23,0.17,31.55,33.88,42.3,8.12,3.11,4.3,0.22,NA,2.63,0.42,NA,0.936,13.3,5.73,2018,8,20,232,120430.192,371.4869333,371.4869333,370.9413333,370.9413333,3.23,2.99,7,2.99,7
302,2018-08-27T00:00:00,WE8,70,2,100,1,179268.5,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,1879.683,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,179.371,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.16,0.75,Surface,8:10,41.8338,-83.3567,8.13,0.51,mostly sunny,1,NA,24,294.1,4.9,29.7,7.45,91,11.9,2.99,0.38,28.1,39,43.44,7.68,2.27,2.6,0.085,NA,2.72,0.48,NA,1.059,12.97,7.58,2018,8,27,239,102439.1429,1074.104571,1074.104571,102.4977143,102.4977143,2.99,2.99,0,3.66,8
302,2018-08-27T00:00:00,WE8,70,2,100,2,560468.2,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,8493.414,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,947.321,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.16,0.75,Surface,8:10,41.8338,-83.3567,8.13,0.51,mostly sunny,1,NA,24,294.1,4.9,29.7,7.45,91,11.9,2.99,0.38,28.1,39,43.44,7.68,2.27,2.6,0.085,NA,2.72,0.48,NA,1.059,12.97,7.58,2018,8,27,239,320267.5429,4853.379429,4853.379429,541.3262857,541.3262857,2.99,3.66,8,3.66,8
303,2018-09-04T00:00:00,WE8,85,2,100,1,550088.3,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,145.574,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,16.68,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,5.1,0.75,Surface,8:11,41.8335,-83.3596,5.49,0.74,sunny,1,NA,25.4,304.3,4.4,33.7,7.77,181,12.4,3.66,0.33,31.54,40.99,44.79,11.56,1.6,6.19,0.075,NA,2.65,0.4,NA,1.308,9.13,7.35,2018,9,4,247,258865.0824,68.50541176,68.50541176,BQL< 23.5294,23.52941176,3.66,3.66,0,0.1,7
303,2018-09-04T00:00:00,WE8,85,2,100,2,1.19E+06,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,NA,NA,NA,NA,NA,NA,NA,NA,2,570.798,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.1,0.75,Surface,8:11,41.8335,-83.3596,5.49,0.74,sunny,1,NA,25.4,304.3,4.4,33.7,7.77,181,12.4,3.66,0.33,31.54,40.99,44.79,11.56,1.6,6.19,0.075,NA,2.65,0.4,NA,1.308,9.13,7.35,2018,9,4,247,558029.6471,NA,NA,268.6108235,268.6108235,3.66,0.1,7,0.1,7
304,2018-09-11T00:00:00,WE8,50,2,100,1,38628.52,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,55.576,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,7.13,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,5.2,0.75,Surface,8:12,41.832,-83.3591,5.49,0.74,partly cloudy,0.5,NA,20.2,234.2,9.6,9,7.52,59,15.5,<0.1,<0.1,0.25,4.26,41.05,17.53,12.62,16.6,0.299,NA,0.79,0.23,NA,0.3,16.47,3.22,2018,9,11,254,30902.816,44.4608,44.4608,BQL< 40.,40,0.1,0.1,0,0.2,6
304,2018-09-11T00:00:00,WE8,50,2,100,2,32139.76,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,234.31,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,20.689,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,5.2,0.75,Surface,8:12,41.832,-83.3591,5.49,0.74,partly cloudy,0.5,NA,20.2,234.2,9.6,9,7.52,59,15.5,<0.1,<0.1,0.25,4.26,41.05,17.53,12.62,16.6,0.299,NA,0.79,0.23,NA,0.3,16.47,3.22,2018,9,11,254,25711.808,187.448,187.448,BQL< 40.,40,0.1,0.2,6,0.2,6
305,2018-09-17T00:00:00,WE8,200,2,100,1,343250.78,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,974.877,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,197.168,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.12,0.75,Surface,8:19,41.8321,-83.3584,7,0.57,cloudy,1.4,NA,22.6,245.9,2.9,48.9,8.29,85,4.77,0.2,0.18,6.72,18.26,33.59,10.58,3.57,3.93,0.184,NA,1.01,0.19,NA,0.388,5.52,1.73,2018,9,17,260,68650.156,194.9754,194.9754,39.4336,39.4336,0.2,0.2,0,0.1,8
305,2018-09-17T00:00:00,WE8,200,2,100,2,735975.06,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,5815.459,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,802.065,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.12,0.75,Surface,8:19,41.8321,-83.3584,7,0.57,cloudy,1.4,NA,22.6,245.9,2.9,48.9,8.29,85,4.77,0.2,0.18,6.72,18.26,33.59,10.58,3.57,3.93,0.184,NA,1.01,0.19,NA,0.388,5.52,1.73,2018,9,17,260,147195.012,1163.0918,1163.0918,160.413,160.413,0.2,0.1,8,0.1,8
306,2018-09-25T00:00:00,WE8,60,2,100,1,320735.12,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,778.965,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,7.05,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,4.98,0.75,Surface,11:56,41.8324,-83.7084,12.49,1.21,overcast,0.6,NA,21,269.4,8.1,13.1,6.63,144,15.2,<0.1,<0.1,2.33,19.78,58.6115,12.9125,6.63,14.42,0.132,NA,1.6,0.27,NA,0.633,23.6,3.61,2018,9,25,268,213823.4133,519.31,519.31,BQL< 33.3333,33.33333333,0.1,0.1,0,0.13,6
306,2018-09-25T00:00:00,WE8,60,2,100,2,308328.47,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,497.004,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,0.739,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,4.98,0.75,Surface,11:56,41.8324,-83.7084,12.49,1.21,overcast,0.6,NA,21,269.4,8.1,13.1,6.63,144,15.2,<0.1,<0.1,2.33,19.78,58.6115,12.9125,6.63,14.42,0.132,NA,1.6,0.27,NA,0.633,23.6,3.61,2018,9,25,268,205552.3133,331.336,331.336,BQL< 33.3333,33.33333333,0.1,0.13,6,0.13,6
307,2018-10-01T00:00:00,WE8,100,2,100,1,415413.56,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,394.434,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,BD,36.231,-3.439,95.34,0.998,BD,2018_plate2_mcyE.xlsx,5.32,0.75,Surface,8:30,41.833,-83.3573,13.02,2.04,cloudy,0.9,NA,19.3,270.5,4.5,32.5,6.83,62,11.4,0.13,<0.1,0.97,15.27,36.456,7.924,2.11,6.11,0.233,NA,1.15,0.2,NA,0.469,15.84,2.96,2018,10,1,274,166165.424,157.7736,157.7736,BDL< 0.4,0.4,0.13,0.13,0,0.1,-133
